"","Date","year","month","Location","Sublocation","Block","Treatment_ID","Treatment","Registered_by","t_year","Roughness","Slope","Sphagnum","Dead_sph","Polytrichum","Racomitrium","Other_mosses","Livermosses","Lichen","Carex","Trichophorum","Eriopherum","Sedges","Rhynchospora","Grasses","Heathers","Oxycoccus","Blueberry","Drosera","Herbs","Narthecium","Bet_nan","Seedlings","Bushes","Trees","Bare_peat","Litter","Mulch","Dead_wood","Temp_water","Other","All_species","Notes.x","WAL #","Sample_ID","Burial_Date","Retrieval_Date","#Anion","#Cation","Notes.y","NO3_N","NH4_N","Ca","Mg","K","P","Fe","Mn","Cu","Zn","B","S","Pb","Al","Cd","Name","Station_ID","consecutive_days_count","gs_mean","gs_max","gs_min","total_days","Change_Year","Change_Total","Other_veg","Total_veg","Field","Veg_Ground","Tot_Ground","Sphagnum_nozero","Sphagnum_int","Sphagnum_no1","Sphagnum_beta"
"50",2022-09-14,"2022","9","BSM","2","1","C","C","MOK",2,"2",1,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,100,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,0.1,NA,0.2,0.3,0.2,0.1,100.2,0.1,1,0.1,0.1
"51",2023-09-07,"2023","9","BSM","2","1","C","C","FB, ACM, MOK",3,"2",1,1,0,0,0,0.1,0,0,0,0,1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,99,0.1,0,0,0,NA,"e.vag, molinia, emp., pap, dicranum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,0.9,1,1.3,2.3,1.2,1.1,100.2,1,1,1,1
"52",2021-06-08,"2021","6","BSM","2","1","M","M","MF; LIL",0,"2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,NA,NA,"203370",14,2021-06-07,2021-09-13,2,2,NA,5,17,724,761,29,0.06,1.4,1.7,0.07,1.74,0,636,0.14,19.5,0.01,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0,0,0,100,1e-04,0,0,1e-04
"53",2022-09-14,"2022","9","BSM","2","1","M","M","MOK",2,"2",2,0.1,0,0.1,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,40,0,60,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,0.1,NA,1.3,1.4,0.2,1.2,101.2,0.1,1,0.1,0.1
"54",2023-09-07,"2023","9","BSM","2","1","M","M","FB, ACM",3,"2",2,2,1,1,1,3,1,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,20,0,0,NA,"e.vag, pap, fus, dicranum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,1.9,2,7.1,9.1,1,8.1,100.1,2,2,2,2
"55",2021-06-08,"2021","6","BSM","2","1","S1","S","MF; LIL",0,"2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,"kanskje s<U+00E5>vidt noe kransmose som kan komme tilbake",NA,"203371",15,2021-06-07,2021-09-13,2,2,NA,4,20,755,762,28,0.1,2,1.6,0.02,1.49,0.25,726,0.2,23.2,0.01,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,1,1,0,1,101,1e-04,0,0,1e-04
"56",2022-09-14,"2022","9","BSM","2","1","S1","S","MOK",2,"2",1,75,0,1,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,1,0,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,75,NA,1.4,76.4,0.3,76.1,102.1,75,75,75,75
"57",2023-09-07,"2023","9","BSM","2","1","S1","S","FB, ACM",3,"2",1,83,2,3,0,0.1,0.1,0,0,0,1,0,0,0,3,0,0,0.1,0,0,0,0.1,0,0,12,0,4,0,0,NA,"calluna, drosera, emp, e.vag, dicranum, pap, rub, ang, comp, ten","elgtr<U+00E5>kk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,8,83,7.4,90.4,4.2,86.2,104.2,83,83,83,83
"58",2021-06-08,"2021","6","BSM","2","1","S2","S","MF; LIL",0,NA,NA,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,2,0,0,"sm<U+00E5> individer av bj<U+00F8>rnemoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0.1,0.1,0,0.1,102.1,1e-04,0,0,1e-04
"59",2022-09-14,"2022","9","BSM","2","1","S2","S","MOK",2,NA,NA,55,0,0.1,0,0.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,55,NA,2.2,57.2,1,56.2,101.2,55,55,55,55
"60",2023-09-07,"2023","9","BSM","2","1","S2","S","FB, ACM",3,NA,NA,85,0,0.1,0,0.1,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0.1,0,0,12,0,3,0,0,NA,"calluna, pin syl, e.vag, emp nig, rub, pap, ang, ten, comp, polytrichium","elgtr<U+00E5>kk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,30,85,7.3,92.3,6.1,86.2,101.2,85,85,85,85
"61",2021-06-08,"2021","6","BSM","2","2","C","C","MF; LIL",0,"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,NA,NA,"203372",16,2021-06-07,2021-09-13,2,2,NA,1,13,709,753,24,0.07,23.7,1.1,0.04,1.25,0.42,671,0.03,24.2,0,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0,0,0,100,1e-04,0,0,1e-04
"62",2022-09-14,"2022","9","BSM","2","2","C","C","MOK",2,"2",1,0.1,0,0.1,0,4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,0.1,NA,4.2,4.3,0.1,4.2,100.2,0.1,1,0.1,0.1
"63",2023-09-07,"2023","9","BSM","2","2","C","C","MF",3,"2",1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,0,0,NA,"torvmyrull, ukjent sph liten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,0,0.1,1,1.1,1,0.1,99.1,0.1,1,0.1,0.1
"64",2021-06-08,"2021","6","BSM","2","2","M","M","MF; LIL",0,"2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,NA,NA,"203373",17,2021-06-07,2021-09-13,2,2,NA,2,16,781,752,76,0.11,84.2,1.1,0.06,1.64,0.49,563,0.61,26.9,0.01,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0,0,0,100,1e-04,0,0,1e-04
"65",2022-09-14,"2022","9","BSM","2","2","M","M","MOK",2,"2",2,2,0,0,0,20,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,50,0,30,0,0,NA,NA,"under vann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,2,NA,20.3,22.3,0.3,22,102,2,2,2,2
"66",2023-09-07,"2023","9","BSM","2","2","M","M","MF",3,"2",2,3,0,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0.1,0,0,0,0.1,0,0,60,0,30,0,0,NA,"molinia, torvmyrull, levermoser, pap, soldogg, furu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,1,3,8.2,11.2,3.2,8,98,3,3,3,3
"67",2021-06-08,"2021","6","BSM","2","2","S1","S","MF; LIL",0,"3",1,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,0,0,0,"kan ikke ta Sphagnum til art- et par individer, furumose",NA,"203374",18,2021-06-07,2021-09-13,2,2,NA,2,10,724,756,50,0.15,3.3,2,0.02,1,0.27,643,0.38,23.2,0.04,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,3,3.1,0,3.1,98.1,0.1,1,0.1,0.1
"68",2022-09-14,"2022","9","BSM","2","2","S1","S","MOK",2,"3",1,70,0,1,0,1,1,0,0,0,0.1,0,0,1,1,0,0,0.1,0,0,0,0,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,69.9,NA,5.2,75.2,2.2,73,103,70,70,70,70
"69",2023-09-07,"2023","9","BSM","2","2","S1","S","FB, ACM",3,"3",1,97,0,3,0,0,1,0,0,0,1,0,0,0.1,4,0.1,0,1,0,0,0,0,0,0,2,0,4,0,0,NA,"calluna, e.vag, polytrichium, drosera, emp nigr, rub, pap, comp, bal, ang, oxycoccus, bladmose, molinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,27,96.9,10.2,107.2,6.2,101,107,97,97,97,97
"70",2021-06-08,"2021","6","BSM","2","2","S2","S","MF; LIL",0,"1",1,0,3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,NA,"Dicranum, t<U+00F8>rre torvmoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0.1,0.1,0,0.1,103.1,1e-04,0,0,1e-04
"71",2022-09-14,"2022","9","BSM","2","2","S2","S","MOK",2,"1",1,60,0,0.1,0,0.1,1,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,4,0,35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,60,NA,1.5,61.5,0.3,61.2,100.2,60,60,60,60
"72",2023-09-07,"2023","9","BSM","2","2","S2","S","FB, ACM",3,"1",1,98,1,0.1,0,0.1,1,0,0,0,0.1,0,0,0.1,5,0,0,0.1,0,0,0,0,0,0,1,0,5,0,0,NA,"emp nigr, calluna, e. vag., molinia, dicranum, polytrichium, levermoser, pap, rub, ten, bal, comp, drosera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,38,98,6.5,104.5,5.3,99.2,106.2,98,98,98,98
"73",2021-06-08,"2021","6","BSM","2","3","C","C","MF; LIL",0,"1",1,0,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,0,0,0,NA," er skudd furumose, noen spredte skudd torvmose",NA,"203375",19,2021-06-07,2021-09-13,2,2,NA,1,7,821,759,42,0.08,5,5.4,0.04,1.07,0,657,0.04,19.2,0.01,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0.1,0.1,0,0.1,99.1,1e-04,0,0,1e-04
"74",2022-09-14,"2022","9","BSM","2","3","C","C","MOK",2,"1",1,5,15,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,80,1,0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,5,NA,0.3,5.3,0.2,5.1,101.3,5,5,5,5
"75",2023-09-07,"2023","9","BSM","2","3","C","C","MF",3,"1",1,1,0,0,0,0,15,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,NA,"pap, molinia, eriophorum, levermoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,-4,1,19,20,4,16,101,1,1,1,1
"76",2021-06-08,"2021","6","BSM","2","3","M","M","MF; LIL",0,"1",1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,0,1,0,NA,"to tydlige hoder torvmose+noe t<U+00F8>rt",NA,"203376",20,2021-06-07,2021-09-13,2,2,NA,0,15,672,762,82,0.18,41.3,1.4,0.09,1.37,0.28,307,0.14,32.2,0.02,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0.1,0,0.1,99.1,0.1,1,0.1,0.1
"77",2022-09-14,"2022","9","BSM","2","3","M","M","MOK",2,"1",1,0,0,0,0,15,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,7,0.1,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,-0.1,NA,15.2,15.2,0.2,15,97.1,1e-04,0,0,1e-04
"78",2023-09-07,"2023","9","BSM","2","3","M","M","MF",3,"1",1,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85,0,10,0,0,NA,"pap, rub,ten, molinia, eriophorum ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,10,9.9,2,12,2,10,105,10,10,10,10
"79",2021-06-08,"2021","6","BSM","2","3","S1","S","MF; LIL",0,"2",1,0,5,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,85,5,0,0,0,NA,"noen begynnende gresstr<U+00E5>, flekk bladmose, tue t<U+00F8>rr sphagnum",NA,"203377",21,2021-06-07,2021-09-13,2,2,NA,0,13,659,752,59,0.2,20.4,0.7,0.06,2.17,0,357,1.25,27.8,0.04,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,2.1,2.1,0.1,2,97,1e-04,0,0,1e-04
"80",2022-09-14,"2022","9","BSM","2","3","S1","S","MOK",2,"2",1,55,0,0,0,1,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,55,NA,1.3,56.3,0.3,56,101,55,55,55,55
"81",2023-09-07,"2023","9","BSM","2","3","S1","S","FB, ACM",3,"2",1,97,0,2,0,0.1,3,0,0,0,2,0,0,4,4,0,0,1,0,0,0,0.1,0,0,0,1,3,0,0,NA,"molinia, drosera, calluba, e.vag, emp nigr, pin syl, polytrichium, rub, comp, cap, ten, bal, levermoser, bladmoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,42,97,16.2,113.2,11.1,102.1,106.1,97,97,97,97
"82",2021-06-08,"2021","6","BSM","2","3","S2","S","MF; LIL",0,"2",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,3,0,NA,"liten tue t<U+00F8>rr torvmose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0,0,0,101,1e-04,0,0,1e-04
"83",2022-09-14,"2022","9","BSM","2","3","S2","S","MOK",2,"2",1,65,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,1,0.1,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,65,NA,0.3,65.3,0.2,65.1,106.2,65,65,65,65
"84",2023-09-07,"2023","9","BSM","2","3","S2","S","FB, ACM",3,"2",1,94,1,0,0.1,0.1,2,0.1,0,0,0.1,0,0,2,0.1,0.1,0,0,0,0,0,1,0,0,3,1,5,3,0,NA,"bet pub, molinia, e.vag., drosera, emp nigr, heigr<U+00E5>mose, pap, ten, rub, comp, ang, bladmose, levermoser, oxycoccus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,29,94,5.6,99.6,3.3,96.3,109.3,94,94,94,94
"85",2021-06-08,"2021","6","BSM","2","4","C","C","MF; LIL",0,"2",2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10,0,0,0,NA,"t<U+00F8>rr sphagnum",NA,"203378",22,2021-06-07,2021-09-13,2,2,NA,0,22,725,759,39,0.21,291.1,4,0.07,3.37,0.48,169,2.8,23.6,0.03,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0,0,0,100,1e-04,0,0,1e-04
"86",2022-09-14,"2022","9","BSM","2","4","C","C","MOK",2,"2",2,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,100,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,0.1,NA,0.3,0.4,0.1,0.3,103.3,0.1,1,0.1,0.1
"87",2023-09-07,"2023","9","BSM","2","4","C","C","MF",3,"2",2,13,17,0,0,0,1,0,0,0,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,NA,"e. ang, e, vag, molinia, pap, levermose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,12.9,13,3.1,16.1,2.1,14,101,13,13,13,13
"88",2021-06-08,"2021","6","BSM","2","4","M","M","MF; LIL",0,"2",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,NA,"d<U+00F8>d Sphagnum",NA,"203379",23,2021-06-07,2021-09-13,2,2,NA,0,15,800,761,84,0.17,246.1,2.2,0.1,1.94,0.89,405,0.62,40.9,0.03,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0,0,0,101,1e-04,0,0,1e-04
"89",2022-09-14,"2022","9","BSM","2","4","M","M","MOK",2,"2",2,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,40,0,60,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,0.1,NA,0.4,0.5,0.3,0.2,100.2,0.1,1,0.1,0.1
"90",2023-09-07,"2023","9","BSM","2","4","M","M","MF",3,"2",2,8,0,0,0,0,45,0,0,0,3,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,12,0,30,0,0,NA,"e. vag, moliniam pap, dicranum, andre levermoser, soldogg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,7.9,8,48.2,56.2,3.2,53,95,8,8,8,8
"91",2021-06-08,"2021","6","BSM","2","4","S1","S","MF; LIL",0,"2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,1,0,NA,"d<U+00F8>d sphagnum",NA,"203380",24,2021-06-07,2021-09-13,2,2,NA,0,33,983,760,73,0.3,461.4,4.5,0.1,3.07,1.97,244,6.58,46,0.04,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0,0,0,97,1e-04,0,0,1e-04
"92",2022-09-14,"2022","9","BSM","2","4","S1","S","MOK",2,"2",1,65,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,2,0,35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,65,NA,0.4,65.4,0.2,65.2,102.2,65,65,65,65
"93",2023-09-07,"2023","9","BSM","2","4","S1","S","FB, ACM",3,"2",1,97,0,0.1,0,2,2,0,0,0,7,0,0,1,1,0,0,0.1,0,0.1,0,0.1,0,0,0,0,6,0,0,NA,"e.vag., molinia, emp nigr, jun com, drosera rot, rome, ten, comp, pap, rub, ang, bal, bladmoser, plytrichium, levermose, bet pub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,32,97,13.4,110.4,9.3,101.1,107.1,97,97,97,97
"94",2021-06-08,"2021","6","BSM","2","4","S2","S","MF; LIL",0,"2",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,0,0,NA,"d<U+00F8>d torvmoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",8,-0.112483524408284,-0.0297,-0.2741,13,NA,NA,0,0,0,0,100,1e-04,0,0,1e-04
"95",2022-09-14,"2022","9","BSM","2","4","S2","S","MOK",2,"2",1,70,0,0,0,0.1,1,0,0,0,0.1,0,0,0,2,0,0,0,0,0,0,0.1,0,0,1,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0899948529411765,-0.0331,-0.1614,0,70,NA,3.3,73.3,2.2,71.1,102.1,70,70,70,70
"96",2023-09-07,"2023","9","BSM","2","4","S2","S","FB, ACM",3,"2",1,95,2,0.1,0,0.1,0,0,0,0,2,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,3,0,5,0,0,NA,"e.vag, drosera rot, molinia, badmose, pap, rub, ten, comp, bal, polytrichium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM2",0,-0.0996534891598916,-0.0529,-0.1859,0,25,95,2.4,97.4,2.2,95.2,105.2,95,95,95,95
"97",2021-06-08,"2021","6","BSM","3","1","C","C","LML; MOK",0,"2",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,0,0,NA,"d<U+00F8>d torvmose",NA,"203381",25,2021-06-07,2021-09-13,2,2,NA,0,36,872,753,51,0.22,166.7,1.7,0.07,2.48,0.27,73,5.98,78.7,0.03,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0,0,0,0,100,1e-04,0,0,1e-04
"98",2022-09-14,"2022","9","BSM","3","1","C","C","MOK",2,"2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,1,0.1,0,0,NA,NA,"under vann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,0,NA,1,1,1,0,101.1,1e-04,0,0,1e-04
"99",2023-09-07,"2023","9","BSM","3","1","C","C","MF",3,"2",1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,NA,"molinia, e. vag, pap, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,2,2,3,5,3,2,97,2,2,2,2
